sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA,PAPI_BR_MSP,PAPI_TOT_CYC,PAPI_L2_TCM
51888,164,369694,26,2687,5978,535671,2687
51889,164,465592,12,2566,4708,543528,2566
51890,164,423124,44,3216,4740,543638,3216
51891,164,450649,65,1900,4614,543670,1900
51892,164,387998,96,2808,4387,543376,2808
51893,164,477345,9,3524,4170,543433,3524
51894,164,395938,9,3208,5494,534102,3208
51895,164,406468,66,3015,5130,543660,3015
51896,165,363034,241,3615,4528,528039,3615
51897,164,360349,244,4674,3830,543656,4674
51898,164,381300,12,3551,4392,510134,3551
51899,164,366975,19,3334,5245,543462,3334
51900,164,428312,5,3274,4384,543255,3274
51901,166,440819,15,3512,4715,552156,3512
51902,165,433014,65,2703,4822,543536,2703
51903,164,274941,187,4714,3255,509710,4714
51904,164,348395,31,3322,2364,519740,3322
51905,164,358590,7,1575,3616,543458,1575
51906,164,398547,60,1656,1898,536888,1656
51907,164,586698,35,1864,1632,543419,1864
51908,164,358836,8,2376,4660,543914,2376
51909,177,299024,12,513,2854,587740,513
51910,164,276808,1,507,1912,543776,507
51911,164,493759,43,3581,3912,543361,3581
51912,164,469001,13,3068,2960,534850,3068
51913,164,483701,4,2311,3204,543859,2311
51914,164,467002,31,2617,4363,543447,2617
51915,163,470529,9,1584,2926,535411,1584
51916,164,464391,1,1593,4062,543487,1593
51917,164,477621,3,1962,3888,543592,1962
51918,164,497382,7,2836,2412,543534,2836
51919,165,364257,82,2541,3983,543841,2541
51920,164,505057,1,2472,2557,543714,2472
51921,164,328663,0,1736,3362,543371,1736
51922,169,305631,0,587,2199,541465,587
51923,163,317000,4,984,2323,543865,984
51924,166,459684,3,3469,3170,534373,3469
51925,164,503822,10,3454,3296,544023,3454
51926,164,518452,5,2883,4329,543480,2883
51927,164,434902,7,3053,4743,543712,3053
51928,164,404537,10,1218,3279,535228,1218
51929,164,412055,3,2668,3813,543597,2668
51930,166,455441,7,3348,4346,548531,3348
51931,164,505728,21,3232,3754,536075,3232
51932,164,518811,19,2556,4466,543524,2556
51933,164,661733,0,218,2879,543945,218
51934,164,599053,2,946,3566,543421,946
51935,164,495041,63,1668,5155,543550,1668
51936,164,404312,108,3790,5231,535345,3790
51937,164,466839,92,4588,4854,543357,4588
51938,164,423682,50,1866,5808,531356,1866
