sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
929,1062,3772789,0,6
930,1064,3770356,0,9
931,1062,3762382,0,76
932,1062,3774549,0,6
933,1062,3772042,0,5
934,1062,3769523,0,2
935,1062,3750066,0,49
936,1061,3768205,0,2
937,1065,3770340,0,1
938,1062,3768964,0,27
939,1062,3767890,0,5
940,1062,3765202,0,8
941,1061,3771939,0,5
942,1063,3627482,0,720
943,1062,3448137,0,861
944,1062,3768687,0,14
945,1062,3770016,0,4
946,1062,3755586,0,78
947,1062,3773542,0,0
948,1061,3767102,0,10
949,1062,3766684,0,2
950,1063,3761499,0,58
951,1061,3765141,0,7
952,1062,3761963,0,4
953,1062,3755532,0,27
954,1062,3765292,0,12
955,1062,3771193,0,7
956,1062,3768495,0,3
957,1062,3752629,0,77
958,1063,3453672,0,803
959,1063,3721543,0,256
960,1062,3637642,0,664
961,1062,3759840,0,86
962,1062,3767572,0,7
963,1062,3766838,0,9
964,1061,3767755,0,4
965,1062,3757037,0,46
966,1062,3763358,0,8
967,1062,3765623,0,7
968,1066,3762316,1,29
969,1062,3761892,0,13
970,1062,3758727,0,3
971,1062,3771703,0,5
972,1062,3766591,0,42
973,1063,3451389,0,830
974,1062,3771718,0,23
975,1062,3766536,0,15
976,1062,3737176,0,58
977,1062,3763294,0,7
978,1061,3777352,0,5
979,1063,3660773,0,663
980,1062,3777129,0,74
981,1062,3784330,0,14
982,1062,3782159,0,6
983,1062,3782732,0,5
984,1062,3764021,0,71
985,1062,3773778,0,7
986,1062,3776741,0,7
987,1062,3765082,0,51
988,1062,3456463,1,768
989,1062,3777665,0,68
990,1062,3773432,0,5
991,1062,3767507,0,71
992,1062,3791655,0,4
993,1062,3789387,0,5
994,1062,3787741,0,3
995,1062,3779468,0,77
996,1062,3789552,0,6
997,1062,3789337,0,3
998,1062,3662696,0,660
999,1062,3776656,0,57
1000,1062,3785007,0,5
1001,1062,3777684,0,2
1002,1062,3768401,0,35
1003,1062,3777215,0,9
1004,1062,3462839,0,789
1005,1062,3779603,0,27
1006,1063,3770137,0,92
1007,1062,3777315,0,5
1008,1061,3782280,0,1
1009,1062,3780431,0,7
1010,1062,3770007,0,56
1011,1062,3786340,0,10
1012,1062,3780526,0,8
1013,1062,3781714,0,7
1014,1062,3772086,0,30
1015,1063,3786175,0,4
1016,1062,3786852,0,7
1017,1063,3636872,0,749
1018,1062,3770571,0,8
1019,1062,3448349,0,844
